model,exp,name,year,month,pr_mm,tas_c
MRI-ESM2-0,historical,İpsala,1986,7,44.054,22.179
MRI-ESM2-0,historical,İpsala,1986,8,21.565,21.56
MRI-ESM2-0,historical,İpsala,1986,9,33.383,18.617
MRI-ESM2-0,historical,İpsala,1986,10,34.169,16.433
MRI-ESM2-0,historical,İpsala,1986,11,102.842,10.643
MRI-ESM2-0,historical,İpsala,1986,12,136.482,8.905
MRI-ESM2-0,historical,İpsala,1987,1,11.133,7.613
MRI-ESM2-0,historical,İpsala,1987,2,83.423,9.293
MRI-ESM2-0,historical,İpsala,1987,3,30.159,9.06
MRI-ESM2-0,historical,İpsala,1987,4,142.279,11.82
MRI-ESM2-0,historical,İpsala,1987,5,38.621,16.805
MRI-ESM2-0,historical,İpsala,1987,6,22.422,21.74
MRI-ESM2-0,historical,İpsala,1987,7,11.815,23.391
MRI-ESM2-0,historical,İpsala,1987,8,28.119,22.254
MRI-ESM2-0,historical,İpsala,1987,9,23.198,19.734
MRI-ESM2-0,historical,İpsala,1987,10,31.11,14.22
MRI-ESM2-0,historical,İpsala,1987,11,21.958,10.171
MRI-ESM2-0,historical,İpsala,1987,12,121.741,5.713
MRI-ESM2-0,historical,İpsala,1988,1,121.597,3.117
MRI-ESM2-0,historical,İpsala,1988,2,84.884,3.317
MRI-ESM2-0,historical,İpsala,1988,3,52.628,8.489
MRI-ESM2-0,historical,İpsala,1988,4,35.497,12.355
MRI-ESM2-0,historical,İpsala,1988,5,67.438,16.15
MRI-ESM2-0,historical,İpsala,1988,6,51.418,20.11
MRI-ESM2-0,historical,İpsala,1988,7,23.338,23.375
MRI-ESM2-0,historical,İpsala,1988,8,1.664,21.876
MRI-ESM2-0,historical,İpsala,1988,9,17.387,20.954
MRI-ESM2-0,historical,İpsala,1988,10,17.386,14.457
MRI-ESM2-0,historical,İpsala,1988,11,56.942,10.756
MRI-ESM2-0,historical,İpsala,1988,12,102.727,8.024
MRI-ESM2-0,historical,İpsala,1989,1,73.461,3.229
MRI-ESM2-0,historical,İpsala,1989,2,48.183,5.472
MRI-ESM2-0,historical,İpsala,1989,3,119.964,8.858
MRI-ESM2-0,historical,İpsala,1989,4,12.981,12.524
MRI-ESM2-0,historical,İpsala,1989,5,34.676,17.048
MRI-ESM2-0,historical,İpsala,1989,6,79.377,20.676
MRI-ESM2-0,historical,İpsala,1989,7,10.966,23.451
MRI-ESM2-0,historical,İpsala,1989,8,4.407,23.975
MRI-ESM2-0,historical,İpsala,1989,9,30.014,20.561
MRI-ESM2-0,historical,İpsala,1989,10,106.754,15.706
MRI-ESM2-0,historical,İpsala,1989,11,49.335,11.133
MRI-ESM2-0,historical,İpsala,1989,12,64.702,4.756
MRI-ESM2-0,historical,İpsala,1990,1,41.884,4.629
MRI-ESM2-0,historical,İpsala,1990,2,33.883,10.106
MRI-ESM2-0,historical,İpsala,1990,3,28.936,11.203
MRI-ESM2-0,historical,İpsala,1990,4,141.181,12.338
MRI-ESM2-0,historical,İpsala,1990,5,15.289,18.199
MRI-ESM2-0,historical,İpsala,1990,6,21.472,21.083
MRI-ESM2-0,historical,İpsala,1990,7,2.796,24.068
MRI-ESM2-0,historical,İpsala,1990,8,5.641,22.213
MRI-ESM2-0,historical,İpsala,1990,9,4.594,19.706
MRI-ESM2-0,historical,İpsala,1990,10,14.163,13.024
MRI-ESM2-0,historical,İpsala,1990,11,255.363,9.162
MRI-ESM2-0,historical,İpsala,1990,12,122.201,7.469
MRI-ESM2-0,historical,İpsala,1991,1,55.46,0.998
MRI-ESM2-0,historical,İpsala,1991,2,54.019,6.363
MRI-ESM2-0,historical,İpsala,1991,3,71.124,11.175
MRI-ESM2-0,historical,İpsala,1991,4,90.184,11.444
MRI-ESM2-0,historical,İpsala,1991,5,68.744,15.547
MRI-ESM2-0,historical,İpsala,1991,6,38.695,19.995
MRI-ESM2-0,historical,İpsala,1991,7,41.683,22.716
MRI-ESM2-0,historical,İpsala,1991,8,4.498,22.298
MRI-ESM2-0,historical,İpsala,1991,9,11.582,17.694
MRI-ESM2-0,historical,İpsala,1991,10,11.465,10.666
MRI-ESM2-0,historical,İpsala,1991,11,72.992,11.627
MRI-ESM2-0,historical,İpsala,1991,12,105.865,5.493
MRI-ESM2-0,historical,İpsala,1992,1,42.465,5.979
MRI-ESM2-0,historical,İpsala,1992,2,56.132,7.383
MRI-ESM2-0,historical,İpsala,1992,3,118.39,8.647
MRI-ESM2-0,historical,İpsala,1992,4,69.348,12.189
MRI-ESM2-0,historical,İpsala,1992,5,97.526,16.962
MRI-ESM2-0,historical,İpsala,1992,6,25.308,21.486
MRI-ESM2-0,historical,İpsala,1992,7,22.572,23.391
MRI-ESM2-0,historical,İpsala,1992,8,2.571,21.893
MRI-ESM2-0,historical,İpsala,1992,9,12.588,20.742
MRI-ESM2-0,historical,İpsala,1992,10,18.587,14.886
MRI-ESM2-0,historical,İpsala,1992,11,32.137,8.909
MRI-ESM2-0,historical,İpsala,1992,12,160.543,8.396
MRI-ESM2-0,historical,İpsala,1993,1,42.596,3.626
MRI-ESM2-0,historical,İpsala,1993,2,14.298,5.343
MRI-ESM2-0,historical,İpsala,1993,3,146.642,7.63
MRI-ESM2-0,historical,İpsala,1993,4,49.96,10.329
MRI-ESM2-0,historical,İpsala,1993,5,28.844,17.097
MRI-ESM2-0,historical,İpsala,1993,6,37.217,21.467
MRI-ESM2-0,historical,İpsala,1993,7,28.657,23.343
MRI-ESM2-0,historical,İpsala,1993,8,23.448,22.628
MRI-ESM2-0,historical,İpsala,1993,9,32.15,19.325
MRI-ESM2-0,historical,İpsala,1993,10,50.179,14.923
MRI-ESM2-0,historical,İpsala,1993,11,53.868,12.037
MRI-ESM2-0,historical,İpsala,1993,12,126.517,9.554
MRI-ESM2-0,historical,İpsala,1994,1,99.844,9.597
MRI-ESM2-0,historical,İpsala,1994,2,12.572,6.09
MRI-ESM2-0,historical,İpsala,1994,3,43.826,8.973
MRI-ESM2-0,historical,İpsala,1994,4,55.584,11.865
MRI-ESM2-0,historical,İpsala,1994,5,38.879,16.516
MRI-ESM2-0,historical,İpsala,1994,6,17.183,22.189
MRI-ESM2-0,historical,İpsala,1994,7,4.855,24.663
MRI-ESM2-0,historical,İpsala,1994,8,11.067,22.451
MRI-ESM2-0,historical,İpsala,1994,9,16.232,20.282
MRI-ESM2-0,historical,İpsala,1994,10,31.554,16.005
MRI-ESM2-0,historical,İpsala,1994,11,144.555,10.01
MRI-ESM2-0,historical,İpsala,1994,12,43.239,8.816
MRI-ESM2-0,historical,İpsala,1995,1,43.018,10.036
MRI-ESM2-0,historical,İpsala,1995,2,98.188,7.891
MRI-ESM2-0,historical,İpsala,1995,3,138.269,9.245
MRI-ESM2-0,historical,İpsala,1995,4,53.839,13.404
MRI-ESM2-0,historical,İpsala,1995,5,91.361,15.658
MRI-ESM2-0,historical,İpsala,1995,6,132.596,20.436
MRI-ESM2-0,historical,İpsala,1995,7,18.341,23.633
MRI-ESM2-0,historical,İpsala,1995,8,4.75,23.194
MRI-ESM2-0,historical,İpsala,1995,9,71.664,18.818
MRI-ESM2-0,historical,İpsala,1995,10,119.104,14.086
MRI-ESM2-0,historical,İpsala,1995,11,57.258,9.446
MRI-ESM2-0,historical,İpsala,1995,12,60.724,8.27
MRI-ESM2-0,historical,İpsala,1996,1,78.805,8.593
MRI-ESM2-0,historical,İpsala,1996,2,68.791,4.877
MRI-ESM2-0,historical,İpsala,1996,3,48.238,5.154
MRI-ESM2-0,historical,İpsala,1996,4,59.602,12.404
MRI-ESM2-0,historical,İpsala,1996,5,43.08,14.823
MRI-ESM2-0,historical,İpsala,1996,6,11.449,22.63
MRI-ESM2-0,historical,İpsala,1996,7,6.815,23.385
MRI-ESM2-0,historical,İpsala,1996,8,9.824,23.474
MRI-ESM2-0,historical,İpsala,1996,9,7.307,19.53
MRI-ESM2-0,historical,İpsala,1996,10,180.338,14.458
MRI-ESM2-0,historical,İpsala,1996,11,58.613,10.502
MRI-ESM2-0,historical,İpsala,1996,12,82.067,9.462
MRI-ESM2-0,historical,İpsala,1997,1,61.947,8.095
MRI-ESM2-0,historical,İpsala,1997,2,65.344,7.869
MRI-ESM2-0,historical,İpsala,1997,3,60.438,8.282
MRI-ESM2-0,historical,İpsala,1997,4,69.756,11.785
MRI-ESM2-0,historical,İpsala,1997,5,41.866,15.071
MRI-ESM2-0,historical,İpsala,1997,6,35.027,21.202
MRI-ESM2-0,historical,İpsala,1997,7,16.826,24.87
MRI-ESM2-0,historical,İpsala,1997,8,0.834,22.483
MRI-ESM2-0,historical,İpsala,1997,9,43.582,21.109
MRI-ESM2-0,historical,İpsala,1997,10,53.416,17.86
MRI-ESM2-0,historical,İpsala,1997,11,100.493,10.348
MRI-ESM2-0,historical,İpsala,1997,12,31.162,5.598
MRI-ESM2-0,historical,İpsala,1998,1,20.948,7.633
MRI-ESM2-0,historical,İpsala,1998,2,31.126,7.74
MRI-ESM2-0,historical,İpsala,1998,3,88.32,10.346
MRI-ESM2-0,historical,İpsala,1998,4,61.513,13.577
MRI-ESM2-0,historical,İpsala,1998,5,81.267,17.98
MRI-ESM2-0,historical,İpsala,1998,6,41.413,23.294
MRI-ESM2-0,historical,İpsala,1998,7,60.327,24.292
MRI-ESM2-0,historical,İpsala,1998,8,20.665,23.686
MRI-ESM2-0,historical,İpsala,1998,9,37.51,18.494
MRI-ESM2-0,historical,İpsala,1998,10,45.01,15.252
MRI-ESM2-0,historical,İpsala,1998,11,57.201,10.845
MRI-ESM2-0,historical,İpsala,1998,12,103.697,11.579
MRI-ESM2-0,historical,İpsala,1999,1,103.407,10.242
MRI-ESM2-0,historical,İpsala,1999,2,71.439,6.414
MRI-ESM2-0,historical,İpsala,1999,3,67.724,7.283
MRI-ESM2-0,historical,İpsala,1999,4,35.894,13.641
MRI-ESM2-0,historical,İpsala,1999,5,21.719,15.621
MRI-ESM2-0,historical,İpsala,1999,6,38.585,20.842
MRI-ESM2-0,historical,İpsala,1999,7,13.092,24.199
MRI-ESM2-0,historical,İpsala,1999,8,20.503,22.201
MRI-ESM2-0,historical,İpsala,1999,9,3.781,20.758
MRI-ESM2-0,historical,İpsala,1999,10,107.544,16.558
MRI-ESM2-0,historical,İpsala,1999,11,104.409,11.856
MRI-ESM2-0,historical,İpsala,1999,12,68.66,6.238
MRI-ESM2-0,historical,İpsala,2000,1,20.335,4.786
MRI-ESM2-0,historical,İpsala,2000,2,5.938,7.822
MRI-ESM2-0,historical,İpsala,2000,3,76.768,10.358
MRI-ESM2-0,historical,İpsala,2000,4,58.572,13.539
MRI-ESM2-0,historical,İpsala,2000,5,62.093,17.52
MRI-ESM2-0,historical,İpsala,2000,6,27.347,21.721
MRI-ESM2-0,historical,İpsala,2000,7,19.763,24.805
MRI-ESM2-0,historical,İpsala,2000,8,17.09,23.037
MRI-ESM2-0,historical,İpsala,2000,9,63.834,18.822
MRI-ESM2-0,historical,İpsala,2000,10,85.934,13.713
MRI-ESM2-0,historical,İpsala,2000,11,66.39,13.048
MRI-ESM2-0,historical,İpsala,2000,12,80.215,7.159
MRI-ESM2-0,historical,İpsala,2001,1,93.409,2.151
MRI-ESM2-0,historical,İpsala,2001,2,66.13,6.713
MRI-ESM2-0,historical,İpsala,2001,3,47.485,11.433
MRI-ESM2-0,historical,İpsala,2001,4,56.85,14.087
MRI-ESM2-0,historical,İpsala,2001,5,46.006,17.575
MRI-ESM2-0,historical,İpsala,2001,6,91.776,21.463
MRI-ESM2-0,historical,İpsala,2001,7,1.934,25.277
MRI-ESM2-0,historical,İpsala,2001,8,1.678,23.951
MRI-ESM2-0,historical,İpsala,2001,9,7.382,20.295
MRI-ESM2-0,historical,İpsala,2001,10,22.995,17.852
MRI-ESM2-0,historical,İpsala,2001,11,150.554,11.717
MRI-ESM2-0,historical,İpsala,2001,12,184.176,9.057
MRI-ESM2-0,historical,İpsala,2002,1,198.478,6.957
MRI-ESM2-0,historical,İpsala,2002,2,94.486,6.899
MRI-ESM2-0,historical,İpsala,2002,3,60.369,10.392
MRI-ESM2-0,historical,İpsala,2002,4,36.046,13.339
MRI-ESM2-0,historical,İpsala,2002,5,24.384,17.009
MRI-ESM2-0,historical,İpsala,2002,6,17.829,22.748
MRI-ESM2-0,historical,İpsala,2002,7,50.285,24.698
MRI-ESM2-0,historical,İpsala,2002,8,2.836,24.685
MRI-ESM2-0,historical,İpsala,2002,9,0.413,20.885
MRI-ESM2-0,historical,İpsala,2002,10,46.456,17.006
MRI-ESM2-0,historical,İpsala,2002,11,9.45,9.438
MRI-ESM2-0,historical,İpsala,2002,12,109.24,7.723
MRI-ESM2-0,historical,İpsala,2003,1,143.321,8.879
MRI-ESM2-0,historical,İpsala,2003,2,74.842,9.805
MRI-ESM2-0,historical,İpsala,2003,3,70.729,10.897
MRI-ESM2-0,historical,İpsala,2003,4,65.077,11.964
MRI-ESM2-0,historical,İpsala,2003,5,7.67,19.76
MRI-ESM2-0,historical,İpsala,2003,6,32.55,22.228
MRI-ESM2-0,historical,İpsala,2003,7,3.853,25.064
MRI-ESM2-0,historical,İpsala,2003,8,36.798,23.776
MRI-ESM2-0,historical,İpsala,2003,9,3.477,22.578
MRI-ESM2-0,historical,İpsala,2003,10,70.258,15.955
MRI-ESM2-0,historical,İpsala,2003,11,77.116,11.916
MRI-ESM2-0,historical,İpsala,2003,12,58.813,7.909
MRI-ESM2-0,historical,İpsala,2004,1,36.4,4.7
MRI-ESM2-0,historical,İpsala,2004,2,65.464,5.962
MRI-ESM2-0,historical,İpsala,2004,3,78.591,9.708
MRI-ESM2-0,historical,İpsala,2004,4,51.971,12.548
MRI-ESM2-0,historical,İpsala,2004,5,43.871,18.752
MRI-ESM2-0,historical,İpsala,2004,6,54.373,20.416
MRI-ESM2-0,historical,İpsala,2004,7,2.516,25.2
MRI-ESM2-0,historical,İpsala,2004,8,41.961,23.656
MRI-ESM2-0,historical,İpsala,2004,9,13.378,20.079
MRI-ESM2-0,historical,İpsala,2004,10,21.014,15.81
MRI-ESM2-0,historical,İpsala,2004,11,76.353,12.271
MRI-ESM2-0,historical,İpsala,2004,12,73.463,8.065
MRI-ESM2-0,historical,İpsala,2005,1,48.75,2.14
MRI-ESM2-0,historical,İpsala,2005,2,44.154,10.032
MRI-ESM2-0,historical,İpsala,2005,3,25.824,9.117
MRI-ESM2-0,historical,İpsala,2005,4,44.6,14.411
MRI-ESM2-0,historical,İpsala,2005,5,18.04,17.951
MRI-ESM2-0,historical,İpsala,2005,6,62.064,22.183
MRI-ESM2-0,historical,İpsala,2005,7,64.151,25.869
MRI-ESM2-0,historical,İpsala,2005,8,23.748,23.502
MRI-ESM2-0,historical,İpsala,2005,9,14.723,19.835
MRI-ESM2-0,historical,İpsala,2005,10,41.819,16.798
MRI-ESM2-0,historical,İpsala,2005,11,14.521,12.275
MRI-ESM2-0,historical,İpsala,2005,12,184.741,9.839
MRI-ESM2-0,historical,İpsala,2006,1,9.251,8.2
MRI-ESM2-0,historical,İpsala,2006,2,57.889,6.124
MRI-ESM2-0,historical,İpsala,2006,3,77.634,10.011
MRI-ESM2-0,historical,İpsala,2006,4,74.023,13.974
MRI-ESM2-0,historical,İpsala,2006,5,17.173,18.96
MRI-ESM2-0,historical,İpsala,2006,6,62.385,23.363
MRI-ESM2-0,historical,İpsala,2006,7,20.717,25.75
MRI-ESM2-0,historical,İpsala,2006,8,3.833,24.821
MRI-ESM2-0,historical,İpsala,2006,9,36.047,19.991
MRI-ESM2-0,historical,İpsala,2006,10,23.79,14.118
MRI-ESM2-0,historical,İpsala,2006,11,122.621,10.899
MRI-ESM2-0,historical,İpsala,2006,12,39.952,8.177
MRI-ESM2-0,historical,İpsala,2007,1,61.059,5.994
MRI-ESM2-0,historical,İpsala,2007,2,28.203,9.983
MRI-ESM2-0,historical,İpsala,2007,3,76.69,9.878
MRI-ESM2-0,historical,İpsala,2007,4,93.262,14.122
MRI-ESM2-0,historical,İpsala,2007,5,55.986,16.336
MRI-ESM2-0,historical,İpsala,2007,6,96.44,20.4
MRI-ESM2-0,historical,İpsala,2007,7,38.091,24.667
MRI-ESM2-0,historical,İpsala,2007,8,1.542,22.882
MRI-ESM2-0,historical,İpsala,2007,9,8.251,18.396
MRI-ESM2-0,historical,İpsala,2007,10,114.099,16.402
MRI-ESM2-0,historical,İpsala,2007,11,203.094,9.155
MRI-ESM2-0,historical,İpsala,2007,12,52.277,7.135
MRI-ESM2-0,historical,İpsala,2008,1,65.44,3.956
MRI-ESM2-0,historical,İpsala,2008,2,13.224,7.862
MRI-ESM2-0,historical,İpsala,2008,3,44.884,11.83
MRI-ESM2-0,historical,İpsala,2008,4,81.008,12.286
MRI-ESM2-0,historical,İpsala,2008,5,52.465,17.543
MRI-ESM2-0,historical,İpsala,2008,6,41.688,22.119
MRI-ESM2-0,historical,İpsala,2008,7,11.431,25.795
MRI-ESM2-0,historical,İpsala,2008,8,21.177,23.758
MRI-ESM2-0,historical,İpsala,2008,9,29.729,21.254
MRI-ESM2-0,historical,İpsala,2008,10,160.497,14.903
MRI-ESM2-0,historical,İpsala,2008,11,72.686,9.992
MRI-ESM2-0,historical,İpsala,2008,12,146.367,6.985
MRI-ESM2-0,historical,İpsala,2009,1,34.497,3.975
MRI-ESM2-0,historical,İpsala,2009,2,70.724,8.038
MRI-ESM2-0,historical,İpsala,2009,3,152.929,8.65
MRI-ESM2-0,historical,İpsala,2009,4,49.481,13.98
MRI-ESM2-0,historical,İpsala,2009,5,38.893,17.655
MRI-ESM2-0,historical,İpsala,2009,6,18.786,21.079
MRI-ESM2-0,historical,İpsala,2009,7,0.523,25.647
MRI-ESM2-0,historical,İpsala,2009,8,2.971,24.406
MRI-ESM2-0,historical,İpsala,2009,9,13.613,21.625
MRI-ESM2-0,historical,İpsala,2009,10,6.244,18.082
MRI-ESM2-0,historical,İpsala,2009,11,190.539,11.603
MRI-ESM2-0,historical,İpsala,2009,12,58.853,5.977
MRI-ESM2-0,historical,İpsala,2010,1,88.303,8.191
MRI-ESM2-0,historical,İpsala,2010,2,50.406,8.314
MRI-ESM2-0,historical,İpsala,2010,3,26.923,10.717
MRI-ESM2-0,historical,İpsala,2010,4,50.066,13.09
MRI-ESM2-0,historical,İpsala,2010,5,45.575,18.294
MRI-ESM2-0,historical,İpsala,2010,6,4.454,23.828
MRI-ESM2-0,historical,İpsala,2010,7,67.476,25.28
MRI-ESM2-0,historical,İpsala,2010,8,5.895,24.58
MRI-ESM2-0,historical,İpsala,2010,9,2.435,22.318
MRI-ESM2-0,historical,İpsala,2010,10,89.077,13.723
MRI-ESM2-0,historical,İpsala,2010,11,42.983,11.585
MRI-ESM2-0,historical,İpsala,2010,12,120.513,6.23
MRI-ESM2-0,historical,İpsala,2011,1,56.703,7.473
MRI-ESM2-0,historical,İpsala,2011,2,84.412,9.84
MRI-ESM2-0,historical,İpsala,2011,3,59.821,11.003
MRI-ESM2-0,historical,İpsala,2011,4,9.934,14.754
MRI-ESM2-0,historical,İpsala,2011,5,10.952,18.566
MRI-ESM2-0,historical,İpsala,2011,6,92.111,21.497
MRI-ESM2-0,historical,İpsala,2011,7,11.475,25.307
MRI-ESM2-0,historical,İpsala,2011,8,0.574,24.179
MRI-ESM2-0,historical,İpsala,2011,9,62.888,18.922
MRI-ESM2-0,historical,İpsala,2011,10,80.654,13.858
MRI-ESM2-0,historical,İpsala,2011,11,55.313,11.23
MRI-ESM2-0,historical,İpsala,2011,12,128.946,7.352
MRI-ESM2-0,historical,İpsala,2012,1,104.402,6.764
MRI-ESM2-0,historical,İpsala,2012,2,32.093,6.981
MRI-ESM2-0,historical,İpsala,2012,3,55.399,7.246
MRI-ESM2-0,historical,İpsala,2012,4,105.323,11.869
MRI-ESM2-0,historical,İpsala,2012,5,101.432,17.073
MRI-ESM2-0,historical,İpsala,2012,6,22.241,22.386
MRI-ESM2-0,historical,İpsala,2012,7,9.027,24.674
MRI-ESM2-0,historical,İpsala,2012,8,21.166,23.608
MRI-ESM2-0,historical,İpsala,2012,9,1.269,19.366
MRI-ESM2-0,historical,İpsala,2012,10,10.076,16.423
MRI-ESM2-0,historical,İpsala,2012,11,105.068,12.484
MRI-ESM2-0,historical,İpsala,2012,12,94.401,11.366
MRI-ESM2-0,historical,İpsala,2013,1,110.099,8.128
MRI-ESM2-0,historical,İpsala,2013,2,87.832,8.916
MRI-ESM2-0,historical,İpsala,2013,3,102.067,8.797
MRI-ESM2-0,historical,İpsala,2013,4,47.025,13.887
MRI-ESM2-0,historical,İpsala,2013,5,109.401,17.854
MRI-ESM2-0,historical,İpsala,2013,6,35.062,22.37
MRI-ESM2-0,historical,İpsala,2013,7,60.122,24.322
MRI-ESM2-0,historical,İpsala,2013,8,31.597,23.312
MRI-ESM2-0,historical,İpsala,2013,9,39.91,18.667
MRI-ESM2-0,historical,İpsala,2013,10,2.799,16.133
MRI-ESM2-0,historical,İpsala,2013,11,98.517,8.611
MRI-ESM2-0,historical,İpsala,2013,12,125.642,8.406
MRI-ESM2-0,historical,İpsala,2014,1,147.658,8.539
MRI-ESM2-0,historical,İpsala,2014,2,31.19,9.651
MRI-ESM2-0,historical,İpsala,2014,3,56.37,10.121
MRI-ESM2-0,historical,İpsala,2014,4,19.461,15.727
MRI-ESM2-0,historical,İpsala,2014,5,32.225,18.735
MRI-ESM2-0,historical,İpsala,2014,6,23.65,21.149
MRI-ESM2-0,historical,İpsala,2014,7,0.774,25.019
MRI-ESM2-0,historical,İpsala,2014,8,0.686,24.476
MRI-ESM2-0,historical,İpsala,2014,9,6.88,22.007
MRI-ESM2-0,historical,İpsala,2014,10,68.422,17.48
MRI-ESM2-0,historical,İpsala,2014,11,43.094,12.063
MRI-ESM2-0,historical,İpsala,2014,12,83.875,9.757
MRI-ESM2-0,ssp245,Edirne,2015,1,75.984,6.284
MRI-ESM2-0,ssp245,Edirne,2015,2,38.766,4.195
MRI-ESM2-0,ssp245,Edirne,2015,3,112.563,5.42
MRI-ESM2-0,ssp245,Edirne,2015,4,28.2,12.466
MRI-ESM2-0,ssp245,Edirne,2015,5,122.843,17.742
MRI-ESM2-0,ssp245,Edirne,2015,6,73.156,21.533
MRI-ESM2-0,ssp245,Edirne,2015,7,49.172,24.488
MRI-ESM2-0,ssp245,Edirne,2015,8,33.932,21.262
MRI-ESM2-0,ssp245,Edirne,2015,9,39.266,19.594
MRI-ESM2-0,ssp245,Edirne,2015,10,44.825,16.736
MRI-ESM2-0,ssp245,Edirne,2015,11,35.01,9.987
MRI-ESM2-0,ssp245,Edirne,2015,12,62.332,8.052
MRI-ESM2-0,ssp245,Edirne,2016,1,78.192,6.305
MRI-ESM2-0,ssp245,Edirne,2016,2,82.439,2.704
MRI-ESM2-0,ssp245,Edirne,2016,3,106.506,5.25
MRI-ESM2-0,ssp245,Edirne,2016,4,11.992,11.683
MRI-ESM2-0,ssp245,Edirne,2016,5,205.196,16.548
MRI-ESM2-0,ssp245,Edirne,2016,6,62.767,19.583
MRI-ESM2-0,ssp245,Edirne,2016,7,52.261,23.312
MRI-ESM2-0,ssp245,Edirne,2016,8,79.136,22.645
MRI-ESM2-0,ssp245,Edirne,2016,9,7.119,19.648
MRI-ESM2-0,ssp245,Edirne,2016,10,24.794,12.475
MRI-ESM2-0,ssp245,Edirne,2016,11,89.973,10.404
MRI-ESM2-0,ssp245,Edirne,2016,12,23.318,6.804
MRI-ESM2-0,ssp245,Edirne,2017,1,47.34,5.577
MRI-ESM2-0,ssp245,Edirne,2017,2,22.726,8.372
MRI-ESM2-0,ssp245,Edirne,2017,3,32.457,4.009
MRI-ESM2-0,ssp245,Edirne,2017,4,105.49,12.845
MRI-ESM2-0,ssp245,Edirne,2017,5,64.941,16.888
MRI-ESM2-0,ssp245,Edirne,2017,6,65.734,21.56
MRI-ESM2-0,ssp245,Edirne,2017,7,58.878,23.764
MRI-ESM2-0,ssp245,Edirne,2017,8,26.171,22.093
MRI-ESM2-0,ssp245,Edirne,2017,9,2.881,20.335
MRI-ESM2-0,ssp245,Edirne,2017,10,16.995,18.033
MRI-ESM2-0,ssp245,Edirne,2017,11,87.825,11.582
MRI-ESM2-0,ssp245,Edirne,2017,12,99.019,4.705
MRI-ESM2-0,ssp245,Edirne,2018,1,34.318,4.466
MRI-ESM2-0,ssp245,Edirne,2018,2,32.615,8.841
MRI-ESM2-0,ssp245,Edirne,2018,3,64.699,8.922
MRI-ESM2-0,ssp245,Edirne,2018,4,76.541,11.194
MRI-ESM2-0,ssp245,Edirne,2018,5,41.372,18.896
MRI-ESM2-0,ssp245,Edirne,2018,6,102.227,20.726
MRI-ESM2-0,ssp245,Edirne,2018,7,73.236,24.68
MRI-ESM2-0,ssp245,Edirne,2018,8,12.121,21.586
MRI-ESM2-0,ssp245,Edirne,2018,9,24.627,18.617
MRI-ESM2-0,ssp245,Edirne,2018,10,41.995,13.69
MRI-ESM2-0,ssp245,Edirne,2018,11,60.794,11.337
MRI-ESM2-0,ssp245,Edirne,2018,12,39.677,6.279
MRI-ESM2-0,ssp245,Edirne,2019,1,90.391,2.755
MRI-ESM2-0,ssp245,Edirne,2019,2,84.91,3.473
MRI-ESM2-0,ssp245,Edirne,2019,3,106.308,5.445
MRI-ESM2-0,ssp245,Edirne,2019,4,44.798,11.619
MRI-ESM2-0,ssp245,Edirne,2019,5,70.744,18.007
MRI-ESM2-0,ssp245,Edirne,2019,6,83.261,19.973
MRI-ESM2-0,ssp245,Edirne,2019,7,9.58,24.405
MRI-ESM2-0,ssp245,Edirne,2019,8,47.936,22.395
MRI-ESM2-0,ssp245,Edirne,2019,9,39.436,19.629
MRI-ESM2-0,ssp245,Edirne,2019,10,91.493,13.306
MRI-ESM2-0,ssp245,Edirne,2019,11,60.606,5.784
MRI-ESM2-0,ssp245,Edirne,2019,12,169.091,4.006
MRI-ESM2-0,ssp245,Edirne,2020,1,21.27,2.186
MRI-ESM2-0,ssp245,Edirne,2020,2,38.512,4.394
MRI-ESM2-0,ssp245,Edirne,2020,3,75.409,9.812
MRI-ESM2-0,ssp245,Edirne,2020,4,82.75,11.425
MRI-ESM2-0,ssp245,Edirne,2020,5,66.057,17.261
MRI-ESM2-0,ssp245,Edirne,2020,6,138.274,21.234
MRI-ESM2-0,ssp245,Edirne,2020,7,127.576,24.535
MRI-ESM2-0,ssp245,Edirne,2020,8,9.481,22.257
MRI-ESM2-0,ssp245,Edirne,2020,9,23.822,16.876
MRI-ESM2-0,ssp245,Edirne,2020,10,53.99,14.343
MRI-ESM2-0,ssp245,Edirne,2020,11,33.085,11.768
MRI-ESM2-0,ssp245,Edirne,2020,12,80.141,2.152
MRI-ESM2-0,ssp245,Edirne,2021,1,23.424,3.727
MRI-ESM2-0,ssp245,Edirne,2021,2,18.434,8.726
MRI-ESM2-0,ssp245,Edirne,2021,3,37.335,9.7
MRI-ESM2-0,ssp245,Edirne,2021,4,48.515,13.331
MRI-ESM2-0,ssp245,Edirne,2021,5,106.664,16.172
MRI-ESM2-0,ssp245,Edirne,2021,6,124.931,22.688
MRI-ESM2-0,ssp245,Edirne,2021,7,72.28,24.797
MRI-ESM2-0,ssp245,Edirne,2021,8,6.63,23.029
MRI-ESM2-0,ssp245,Edirne,2021,9,27.168,20.585
MRI-ESM2-0,ssp245,Edirne,2021,10,89.331,15.998
MRI-ESM2-0,ssp245,Edirne,2021,11,30.538,11.798
MRI-ESM2-0,ssp245,Edirne,2021,12,42.93,9.21
MRI-ESM2-0,ssp245,Edirne,2022,1,21.534,6.226
MRI-ESM2-0,ssp245,Edirne,2022,2,53.283,9.855
MRI-ESM2-0,ssp245,Edirne,2022,3,88.75,13.212
MRI-ESM2-0,ssp245,Edirne,2022,4,63.9,14.964
MRI-ESM2-0,ssp245,Edirne,2022,5,40.873,20.072
