model,exp,name,year,month,pr_mm,tas_c
ACCESS-CM2,ssp245,Kırklareli,2089,8,56.282,29.022
ACCESS-CM2,ssp245,Kırklareli,2089,9,11.886,21.985
ACCESS-CM2,ssp245,Kırklareli,2089,10,8.291,13.527
ACCESS-CM2,ssp245,Kırklareli,2089,11,15.411,9.652
ACCESS-CM2,ssp245,Kırklareli,2089,12,122.87,-1.867
ACCESS-CM2,ssp245,Kırklareli,2090,1,90.114,2.112
ACCESS-CM2,ssp245,Kırklareli,2090,2,38.007,7.213
ACCESS-CM2,ssp245,Kırklareli,2090,3,51.499,10.951
ACCESS-CM2,ssp245,Kırklareli,2090,4,66.779,16.281
ACCESS-CM2,ssp245,Kırklareli,2090,5,100.176,18.368
ACCESS-CM2,ssp245,Kırklareli,2090,6,49.362,27.865
ACCESS-CM2,ssp245,Kırklareli,2090,7,19.154,31.496
ACCESS-CM2,ssp245,Kırklareli,2090,8,28.681,27.017
ACCESS-CM2,ssp245,Kırklareli,2090,9,14.605,21.164
ACCESS-CM2,ssp245,Kırklareli,2090,10,47.928,15.791
ACCESS-CM2,ssp245,Kırklareli,2090,11,97.111,11.137
ACCESS-CM2,ssp245,Kırklareli,2090,12,56.975,6.172
ACCESS-CM2,ssp245,Kırklareli,2091,1,44.335,2.186
ACCESS-CM2,ssp245,Kırklareli,2091,2,171.312,2.68
ACCESS-CM2,ssp245,Kırklareli,2091,3,126.342,8.703
ACCESS-CM2,ssp245,Kırklareli,2091,4,22.462,13.354
ACCESS-CM2,ssp245,Kırklareli,2091,5,22.731,21.999
ACCESS-CM2,ssp245,Kırklareli,2091,6,82.031,29.074
ACCESS-CM2,ssp245,Kırklareli,2091,7,26.996,31.174
ACCESS-CM2,ssp245,Kırklareli,2091,8,5.007,29.44
ACCESS-CM2,ssp245,Kırklareli,2091,9,9.884,21.616
ACCESS-CM2,ssp245,Kırklareli,2091,10,1.799,15.409
ACCESS-CM2,ssp245,Kırklareli,2091,11,33.202,11.409
ACCESS-CM2,ssp245,Kırklareli,2091,12,65.164,7.528
ACCESS-CM2,ssp245,Kırklareli,2092,1,98.717,2.21
ACCESS-CM2,ssp245,Kırklareli,2092,2,39.284,2.991
ACCESS-CM2,ssp245,Kırklareli,2092,3,228.267,8.028
ACCESS-CM2,ssp245,Kırklareli,2092,4,156.155,16.665
ACCESS-CM2,ssp245,Kırklareli,2092,5,60.626,19.755
ACCESS-CM2,ssp245,Kırklareli,2092,6,54.29,27.345
ACCESS-CM2,ssp245,Kırklareli,2092,7,11.348,29.385
ACCESS-CM2,ssp245,Kırklareli,2092,8,9.59,28.905
ACCESS-CM2,ssp245,Kırklareli,2092,9,31.693,23.593
ACCESS-CM2,ssp245,Kırklareli,2092,10,23.356,19.012
ACCESS-CM2,ssp245,Kırklareli,2092,11,58.462,9.042
ACCESS-CM2,ssp245,Kırklareli,2092,12,43.43,7.897
ACCESS-CM2,ssp245,Kırklareli,2093,1,97.932,4.108
ACCESS-CM2,ssp245,Kırklareli,2093,2,88.572,1.168
ACCESS-CM2,ssp245,Kırklareli,2093,3,73.863,9.523
ACCESS-CM2,ssp245,Kırklareli,2093,4,58.449,12.438
ACCESS-CM2,ssp245,Kırklareli,2093,5,46.332,22.393
ACCESS-CM2,ssp245,Kırklareli,2093,6,4.322,31.311
ACCESS-CM2,ssp245,Kırklareli,2093,7,16.882,32.196
ACCESS-CM2,ssp245,Kırklareli,2093,8,13.432,28.085
ACCESS-CM2,ssp245,Kırklareli,2093,9,3.464,22.256
ACCESS-CM2,ssp245,Kırklareli,2093,10,8.606,17.042
ACCESS-CM2,ssp245,Kırklareli,2093,11,8.236,7.711
ACCESS-CM2,ssp245,Kırklareli,2093,12,52.027,7.34
ACCESS-CM2,ssp245,Kırklareli,2094,1,62.48,5.767
ACCESS-CM2,ssp245,Kırklareli,2094,2,148.526,3.932
ACCESS-CM2,ssp245,Kırklareli,2094,3,82.299,6.652
ACCESS-CM2,ssp245,Kırklareli,2094,4,32.424,16.265
ACCESS-CM2,ssp245,Kırklareli,2094,5,18.033,25.193
ACCESS-CM2,ssp245,Kırklareli,2094,6,10.134,29.127
ACCESS-CM2,ssp245,Kırklareli,2094,7,41.561,31.201
ACCESS-CM2,ssp245,Kırklareli,2094,8,4.634,30.034
ACCESS-CM2,ssp245,Kırklareli,2094,9,10.44,20.923
ACCESS-CM2,ssp245,Kırklareli,2094,10,35.985,17.791
ACCESS-CM2,ssp245,Kırklareli,2094,11,124.752,9.806
ACCESS-CM2,ssp245,Kırklareli,2094,12,224.048,4.558
ACCESS-CM2,ssp245,Kırklareli,2095,1,71.297,0.588
ACCESS-CM2,ssp245,Kırklareli,2095,2,17.56,2.625
ACCESS-CM2,ssp245,Kırklareli,2095,3,35.414,7.209
ACCESS-CM2,ssp245,Kırklareli,2095,4,64.819,16.091
ACCESS-CM2,ssp245,Kırklareli,2095,5,220.444,16.755
ACCESS-CM2,ssp245,Kırklareli,2095,6,57.834,25.288
ACCESS-CM2,ssp245,Kırklareli,2095,7,22.717,31.322
ACCESS-CM2,ssp245,Kırklareli,2095,8,5.243,27.605
ACCESS-CM2,ssp245,Kırklareli,2095,9,12.419,23.72
ACCESS-CM2,ssp245,Kırklareli,2095,10,54.45,12.37
ACCESS-CM2,ssp245,Kırklareli,2095,11,47.183,8.643
ACCESS-CM2,ssp245,Kırklareli,2095,12,99.454,8.249
ACCESS-CM2,ssp245,Kırklareli,2096,1,52.759,5.349
ACCESS-CM2,ssp245,Kırklareli,2096,2,123.293,3.006
ACCESS-CM2,ssp245,Kırklareli,2096,3,84.33,8.234
ACCESS-CM2,ssp245,Kırklareli,2096,4,70.883,17.498
ACCESS-CM2,ssp245,Kırklareli,2096,5,142.182,17.986
ACCESS-CM2,ssp245,Kırklareli,2096,6,46.628,28.279
ACCESS-CM2,ssp245,Kırklareli,2096,7,36.039,31.104
ACCESS-CM2,ssp245,Kırklareli,2096,8,28.203,26.393
ACCESS-CM2,ssp245,Kırklareli,2096,9,2.619,21.701
ACCESS-CM2,ssp245,Kırklareli,2096,10,12.016,13.723
ACCESS-CM2,ssp245,Kırklareli,2096,11,120.372,10.459
ACCESS-CM2,ssp245,Kırklareli,2096,12,94.926,7.322
ACCESS-CM2,ssp245,Kırklareli,2097,1,44.263,3.169
ACCESS-CM2,ssp245,Kırklareli,2097,2,103.12,6.472
ACCESS-CM2,ssp245,Kırklareli,2097,3,125.499,8.877
ACCESS-CM2,ssp245,Kırklareli,2097,4,34.742,14.53
ACCESS-CM2,ssp245,Kırklareli,2097,5,28.734,21.581
ACCESS-CM2,ssp245,Kırklareli,2097,6,28.903,29.137
ACCESS-CM2,ssp245,Kırklareli,2097,7,18.628,30.423
ACCESS-CM2,ssp245,Kırklareli,2097,8,9.617,30.626
ACCESS-CM2,ssp245,Kırklareli,2097,9,2.881,21.37
ACCESS-CM2,ssp245,Kırklareli,2097,10,155.746,13.262
ACCESS-CM2,ssp245,Kırklareli,2097,11,72.35,5.838
ACCESS-CM2,ssp245,Kırklareli,2097,12,41.471,5.331
ACCESS-CM2,ssp245,Kırklareli,2098,1,39.172,1.152
ACCESS-CM2,ssp245,Kırklareli,2098,2,37.921,2.07
ACCESS-CM2,ssp245,Kırklareli,2098,3,67.553,11.478
ACCESS-CM2,ssp245,Kırklareli,2098,4,49.533,14.538
ACCESS-CM2,ssp245,Kırklareli,2098,5,9.025,20.832
ACCESS-CM2,ssp245,Kırklareli,2098,6,32.254,27.257
ACCESS-CM2,ssp245,Kırklareli,2098,7,34.925,31.91
ACCESS-CM2,ssp245,Kırklareli,2098,8,9.674,28.505
ACCESS-CM2,ssp245,Kırklareli,2098,9,87.721,20.757
ACCESS-CM2,ssp245,Kırklareli,2098,10,66.303,13.455
ACCESS-CM2,ssp245,Kırklareli,2098,11,233.849,6.865
ACCESS-CM2,ssp245,Kırklareli,2098,12,72.574,5.005
ACCESS-CM2,ssp245,Kırklareli,2099,1,82.59,4.083
ACCESS-CM2,ssp245,Kırklareli,2099,2,46.1,10.522
ACCESS-CM2,ssp245,Kırklareli,2099,3,148.663,7.989
ACCESS-CM2,ssp245,Kırklareli,2099,4,56.198,13.513
ACCESS-CM2,ssp245,Kırklareli,2099,5,74.53,19.42
ACCESS-CM2,ssp245,Kırklareli,2099,6,57.87,25.029
ACCESS-CM2,ssp245,Kırklareli,2099,7,22.658,29.891
ACCESS-CM2,ssp245,Kırklareli,2099,8,22.648,28.788
ACCESS-CM2,ssp245,Kırklareli,2099,9,67.338,20.239
ACCESS-CM2,ssp245,Kırklareli,2099,10,2.75,16.342
ACCESS-CM2,ssp245,Kırklareli,2099,11,42.662,7.266
ACCESS-CM2,ssp245,Kırklareli,2099,12,65.593,1.034
ACCESS-CM2,ssp245,Kırklareli,2100,1,42.489,4.662
ACCESS-CM2,ssp245,Kırklareli,2100,2,84.054,6.247
ACCESS-CM2,ssp245,Kırklareli,2100,3,95.251,9.465
ACCESS-CM2,ssp245,Kırklareli,2100,4,65.413,14.462
ACCESS-CM2,ssp245,Kırklareli,2100,5,25.886,23.364
ACCESS-CM2,ssp245,Kırklareli,2100,6,26.775,29.101
ACCESS-CM2,ssp245,Kırklareli,2100,7,7.511,29.99
ACCESS-CM2,ssp245,Kırklareli,2100,8,13.163,30.28
ACCESS-CM2,ssp245,Kırklareli,2100,9,3.887,25.27
ACCESS-CM2,ssp245,Kırklareli,2100,10,15.733,16.024
ACCESS-CM2,ssp245,Kırklareli,2100,11,49.07,7.83
ACCESS-CM2,ssp245,Kırklareli,2100,12,37.651,8.899
ACCESS-CM2,ssp245,Lüleburgaz,2015,1,65.802,-3.967
ACCESS-CM2,ssp245,Lüleburgaz,2015,2,107.826,-0.866
ACCESS-CM2,ssp245,Lüleburgaz,2015,3,80.797,3.265
ACCESS-CM2,ssp245,Lüleburgaz,2015,4,44.418,12.122
ACCESS-CM2,ssp245,Lüleburgaz,2015,5,39.284,19.191
ACCESS-CM2,ssp245,Lüleburgaz,2015,6,89.43,25.426
ACCESS-CM2,ssp245,Lüleburgaz,2015,7,89.588,25.112
ACCESS-CM2,ssp245,Lüleburgaz,2015,8,10.921,24.693
ACCESS-CM2,ssp245,Lüleburgaz,2015,9,21.589,16.025
ACCESS-CM2,ssp245,Lüleburgaz,2015,10,17.0,9.014
ACCESS-CM2,ssp245,Lüleburgaz,2015,11,159.79,5.103
ACCESS-CM2,ssp245,Lüleburgaz,2015,12,97.074,4.554
ACCESS-CM2,ssp245,Lüleburgaz,2016,1,78.502,-6.458
ACCESS-CM2,ssp245,Lüleburgaz,2016,2,33.395,1.275
ACCESS-CM2,ssp245,Lüleburgaz,2016,3,25.995,6.654
ACCESS-CM2,ssp245,Lüleburgaz,2016,4,167.77,8.659
ACCESS-CM2,ssp245,Lüleburgaz,2016,5,27.185,16.061
ACCESS-CM2,ssp245,Lüleburgaz,2016,6,18.286,23.407
ACCESS-CM2,ssp245,Lüleburgaz,2016,7,56.276,28.549
ACCESS-CM2,ssp245,Lüleburgaz,2016,8,5.075,25.368
ACCESS-CM2,ssp245,Lüleburgaz,2016,9,10.028,18.653
ACCESS-CM2,ssp245,Lüleburgaz,2016,10,88.054,10.921
ACCESS-CM2,ssp245,Lüleburgaz,2016,11,20.224,8.012
ACCESS-CM2,ssp245,Lüleburgaz,2016,12,78.092,1.317
ACCESS-CM2,ssp245,Lüleburgaz,2017,1,71.776,-0.219
ACCESS-CM2,ssp245,Lüleburgaz,2017,2,16.344,-1.438
ACCESS-CM2,ssp245,Lüleburgaz,2017,3,22.734,6.192
ACCESS-CM2,ssp245,Lüleburgaz,2017,4,96.103,9.563
ACCESS-CM2,ssp245,Lüleburgaz,2017,5,48.166,18.047
ACCESS-CM2,ssp245,Lüleburgaz,2017,6,82.45,24.972
ACCESS-CM2,ssp245,Lüleburgaz,2017,7,5.038,26.574
ACCESS-CM2,ssp245,Lüleburgaz,2017,8,13.648,25.586
ACCESS-CM2,ssp245,Lüleburgaz,2017,9,7.296,21.371
ACCESS-CM2,ssp245,Lüleburgaz,2017,10,40.654,13.45
ACCESS-CM2,ssp245,Lüleburgaz,2017,11,37.435,5.213
ACCESS-CM2,ssp245,Lüleburgaz,2017,12,130.064,3.564
ACCESS-CM2,ssp245,Lüleburgaz,2018,1,57.506,5.008
ACCESS-CM2,ssp245,Lüleburgaz,2018,2,49.925,5.468
ACCESS-CM2,ssp245,Lüleburgaz,2018,3,46.051,6.736
ACCESS-CM2,ssp245,Lüleburgaz,2018,4,164.107,10.88
ACCESS-CM2,ssp245,Lüleburgaz,2018,5,41.406,17.595
ACCESS-CM2,ssp245,Lüleburgaz,2018,6,60.509,23.165
ACCESS-CM2,ssp245,Lüleburgaz,2018,7,40.031,25.545
ACCESS-CM2,ssp245,Lüleburgaz,2018,8,44.669,23.713
ACCESS-CM2,ssp245,Lüleburgaz,2018,9,0.894,19.673
ACCESS-CM2,ssp245,Lüleburgaz,2018,10,52.654,11.63
ACCESS-CM2,ssp245,Lüleburgaz,2018,11,67.204,7.896
ACCESS-CM2,ssp245,Lüleburgaz,2018,12,63.347,4.135
ACCESS-CM2,ssp245,Lüleburgaz,2019,1,114.359,-6.401
ACCESS-CM2,ssp245,Lüleburgaz,2019,2,23.772,1.524
ACCESS-CM2,ssp245,Lüleburgaz,2019,3,101.771,7.851
ACCESS-CM2,ssp245,Lüleburgaz,2019,4,122.045,11.365
ACCESS-CM2,ssp245,Lüleburgaz,2019,5,30.811,15.861
ACCESS-CM2,ssp245,Lüleburgaz,2019,6,87.631,23.376
ACCESS-CM2,ssp245,Lüleburgaz,2019,7,21.66,28.069
ACCESS-CM2,ssp245,Lüleburgaz,2019,8,21.327,23.682
ACCESS-CM2,ssp245,Lüleburgaz,2019,9,30.787,18.356
ACCESS-CM2,ssp245,Lüleburgaz,2019,10,47.625,12.415
ACCESS-CM2,ssp245,Lüleburgaz,2019,11,39.774,6.649
ACCESS-CM2,ssp245,Lüleburgaz,2019,12,139.866,0.256
ACCESS-CM2,ssp245,Lüleburgaz,2020,1,130.047,-1.48
ACCESS-CM2,ssp245,Lüleburgaz,2020,2,55.152,4.308
ACCESS-CM2,ssp245,Lüleburgaz,2020,3,69.787,2.848
ACCESS-CM2,ssp245,Lüleburgaz,2020,4,68.25,10.876
ACCESS-CM2,ssp245,Lüleburgaz,2020,5,42.448,17.376
ACCESS-CM2,ssp245,Lüleburgaz,2020,6,106.626,23.901
ACCESS-CM2,ssp245,Lüleburgaz,2020,7,40.699,25.707
ACCESS-CM2,ssp245,Lüleburgaz,2020,8,3.605,26.041
ACCESS-CM2,ssp245,Lüleburgaz,2020,9,11.555,18.422
ACCESS-CM2,ssp245,Lüleburgaz,2020,10,27.532,12.565
ACCESS-CM2,ssp245,Lüleburgaz,2020,11,94.64,7.79
ACCESS-CM2,ssp245,Lüleburgaz,2020,12,52.881,6.064
ACCESS-CM2,ssp245,Lüleburgaz,2021,1,70.605,2.343
ACCESS-CM2,ssp245,Lüleburgaz,2021,2,101.457,3.463
ACCESS-CM2,ssp245,Lüleburgaz,2021,3,91.619,7.981
ACCESS-CM2,ssp245,Lüleburgaz,2021,4,117.506,10.049
ACCESS-CM2,ssp245,Lüleburgaz,2021,5,56.473,19.286
ACCESS-CM2,ssp245,Lüleburgaz,2021,6,48.078,24.784
ACCESS-CM2,ssp245,Lüleburgaz,2021,7,16.784,28.557
ACCESS-CM2,ssp245,Lüleburgaz,2021,8,2.453,26.464
ACCESS-CM2,ssp245,Lüleburgaz,2021,9,13.332,18.85
ACCESS-CM2,ssp245,Lüleburgaz,2021,10,42.796,9.048
ACCESS-CM2,ssp245,Lüleburgaz,2021,11,11.035,6.606
ACCESS-CM2,ssp245,Lüleburgaz,2021,12,99.399,3.248
ACCESS-CM2,ssp245,Lüleburgaz,2022,1,35.733,-0.627
ACCESS-CM2,ssp245,Lüleburgaz,2022,2,76.236,3.068
ACCESS-CM2,ssp245,Lüleburgaz,2022,3,97.134,4.82
ACCESS-CM2,ssp245,Lüleburgaz,2022,4,58.698,10.964
ACCESS-CM2,ssp245,Lüleburgaz,2022,5,101.15,17.553
ACCESS-CM2,ssp245,Lüleburgaz,2022,6,95.766,23.996
ACCESS-CM2,ssp245,Lüleburgaz,2022,7,24.953,27.433
ACCESS-CM2,ssp245,Lüleburgaz,2022,8,10.866,25.439
ACCESS-CM2,ssp245,Lüleburgaz,2022,9,15.925,22.144
ACCESS-CM2,ssp245,Lüleburgaz,2022,10,15.064,12.71
ACCESS-CM2,ssp245,Lüleburgaz,2022,11,49.562,11.093
ACCESS-CM2,ssp245,Lüleburgaz,2022,12,15.459,0.185
ACCESS-CM2,ssp245,Lüleburgaz,2023,1,91.1,-1.916
ACCESS-CM2,ssp245,Lüleburgaz,2023,2,132.504,5.961
ACCESS-CM2,ssp245,Lüleburgaz,2023,3,53.952,6.287
ACCESS-CM2,ssp245,Lüleburgaz,2023,4,19.657,12.53
ACCESS-CM2,ssp245,Lüleburgaz,2023,5,28.629,21.457
ACCESS-CM2,ssp245,Lüleburgaz,2023,6,112.495,25.3
ACCESS-CM2,ssp245,Lüleburgaz,2023,7,12.566,28.159
ACCESS-CM2,ssp245,Lüleburgaz,2023,8,8.567,25.794
ACCESS-CM2,ssp245,Lüleburgaz,2023,9,1.602,22.161
ACCESS-CM2,ssp245,Lüleburgaz,2023,10,16.115,15.066
ACCESS-CM2,ssp245,Lüleburgaz,2023,11,149.095,11.886
ACCESS-CM2,ssp245,Lüleburgaz,2023,12,75.97,5.66
ACCESS-CM2,ssp245,Lüleburgaz,2024,1,27.405,-0.276
ACCESS-CM2,ssp245,Lüleburgaz,2024,2,135.949,-0.586
ACCESS-CM2,ssp245,Lüleburgaz,2024,3,158.451,3.711
ACCESS-CM2,ssp245,Lüleburgaz,2024,4,62.89,9.693
ACCESS-CM2,ssp245,Lüleburgaz,2024,5,90.305,13.61
ACCESS-CM2,ssp245,Lüleburgaz,2024,6,54.15,22.456
ACCESS-CM2,ssp245,Lüleburgaz,2024,7,50.092,28.563
ACCESS-CM2,ssp245,Lüleburgaz,2024,8,13.244,23.977
ACCESS-CM2,ssp245,Lüleburgaz,2024,9,5.768,21.783
ACCESS-CM2,ssp245,Lüleburgaz,2024,10,15.085,8.883
ACCESS-CM2,ssp245,Lüleburgaz,2024,11,60.282,7.068
ACCESS-CM2,ssp245,Lüleburgaz,2024,12,135.337,-0.466
ACCESS-CM2,ssp245,Lüleburgaz,2025,1,67.365,1.235
ACCESS-CM2,ssp245,Lüleburgaz,2025,2,48.506,-0.565
ACCESS-CM2,ssp245,Lüleburgaz,2025,3,81.955,4.846
ACCESS-CM2,ssp245,Lüleburgaz,2025,4,91.982,11.635
ACCESS-CM2,ssp245,Lüleburgaz,2025,5,53.271,19.293
ACCESS-CM2,ssp245,Lüleburgaz,2025,6,79.394,24.846
ACCESS-CM2,ssp245,Lüleburgaz,2025,7,50.539,27.756
ACCESS-CM2,ssp245,Lüleburgaz,2025,8,18.318,25.71
ACCESS-CM2,ssp245,Lüleburgaz,2025,9,15.805,20.9
ACCESS-CM2,ssp245,Lüleburgaz,2025,10,44.679,13.872
ACCESS-CM2,ssp245,Lüleburgaz,2025,11,51.136,5.818
ACCESS-CM2,ssp245,Lüleburgaz,2025,12,107.83,6.984
ACCESS-CM2,ssp245,Lüleburgaz,2026,1,133.389,-2.252
ACCESS-CM2,ssp245,Lüleburgaz,2026,2,64.106,1.551
ACCESS-CM2,ssp245,Lüleburgaz,2026,3,76.327,1.991
ACCESS-CM2,ssp245,Lüleburgaz,2026,4,94.527,10.532
ACCESS-CM2,ssp245,Lüleburgaz,2026,5,92.961,16.396
ACCESS-CM2,ssp245,Lüleburgaz,2026,6,29.891,23.923
ACCESS-CM2,ssp245,Lüleburgaz,2026,7,16.646,26.938
ACCESS-CM2,ssp245,Lüleburgaz,2026,8,26.917,25.203
ACCESS-CM2,ssp245,Lüleburgaz,2026,9,12.573,18.896
ACCESS-CM2,ssp245,Lüleburgaz,2026,10,54.175,14.411
ACCESS-CM2,ssp245,Lüleburgaz,2026,11,10.5,9.018
ACCESS-CM2,ssp245,Lüleburgaz,2026,12,64.144,7.123
ACCESS-CM2,ssp245,Lüleburgaz,2027,1,48.917,6.005
ACCESS-CM2,ssp245,Lüleburgaz,2027,2,80.605,2.152
ACCESS-CM2,ssp245,Lüleburgaz,2027,3,87.273,4.8
ACCESS-CM2,ssp245,Lüleburgaz,2027,4,47.39,10.673
ACCESS-CM2,ssp245,Lüleburgaz,2027,5,12.683,20.069
ACCESS-CM2,ssp245,Lüleburgaz,2027,6,107.772,22.153
ACCESS-CM2,ssp245,Lüleburgaz,2027,7,15.324,27.172
ACCESS-CM2,ssp245,Lüleburgaz,2027,8,38.131,24.947
ACCESS-CM2,ssp245,Lüleburgaz,2027,9,0.414,19.3
ACCESS-CM2,ssp245,Lüleburgaz,2027,10,106.079,14.867
ACCESS-CM2,ssp245,Lüleburgaz,2027,11,86.359,5.865
ACCESS-CM2,ssp245,Lüleburgaz,2027,12,87.013,1.101
ACCESS-CM2,ssp245,Lüleburgaz,2028,1,157.052,-0.225
ACCESS-CM2,ssp245,Lüleburgaz,2028,2,22.442,3.897
ACCESS-CM2,ssp245,Lüleburgaz,2028,3,33.207,10.283
ACCESS-CM2,ssp245,Lüleburgaz,2028,4,78.202,13.019
ACCESS-CM2,ssp245,Lüleburgaz,2028,5,60.796,17.395
ACCESS-CM2,ssp245,Lüleburgaz,2028,6,56.839,23.735
ACCESS-CM2,ssp245,Lüleburgaz,2028,7,68.075,25.578
ACCESS-CM2,ssp245,Lüleburgaz,2028,8,16.233,26.128
ACCESS-CM2,ssp245,Lüleburgaz,2028,9,9.685,20.15
ACCESS-CM2,ssp245,Lüleburgaz,2028,10,26.641,14.148
ACCESS-CM2,ssp245,Lüleburgaz,2028,11,170.316,1.833
ACCESS-CM2,ssp245,Lüleburgaz,2028,12,45.609,6.319
ACCESS-CM2,ssp245,Lüleburgaz,2029,1,78.007,1.197
ACCESS-CM2,ssp245,Lüleburgaz,2029,2,47.902,1.482
ACCESS-CM2,ssp245,Lüleburgaz,2029,3,102.003,4.717
ACCESS-CM2,ssp245,Lüleburgaz,2029,4,151.96,9.461
ACCESS-CM2,ssp245,Lüleburgaz,2029,5,56.147,18.836
ACCESS-CM2,ssp245,Lüleburgaz,2029,6,37.085,25.91
ACCESS-CM2,ssp245,Lüleburgaz,2029,7,35.372,26.515
ACCESS-CM2,ssp245,Lüleburgaz,2029,8,17.563,24.859
ACCESS-CM2,ssp245,Lüleburgaz,2029,9,14.937,19.83
ACCESS-CM2,ssp245,Lüleburgaz,2029,10,44.226,14.548
ACCESS-CM2,ssp245,Lüleburgaz,2029,11,97.38,7.116
ACCESS-CM2,ssp245,Lüleburgaz,2029,12,82.021,2.47
ACCESS-CM2,ssp245,Lüleburgaz,2030,1,45.592,0.069
ACCESS-CM2,ssp245,Lüleburgaz,2030,2,33.274,-5.498
ACCESS-CM2,ssp245,Lüleburgaz,2030,3,95.131,3.968
ACCESS-CM2,ssp245,Lüleburgaz,2030,4,69.458,10.146
ACCESS-CM2,ssp245,Lüleburgaz,2030,5,45.314,17.812
ACCESS-CM2,ssp245,Lüleburgaz,2030,6,52.81,25.358
ACCESS-CM2,ssp245,Lüleburgaz,2030,7,32.813,25.701
ACCESS-CM2,ssp245,Lüleburgaz,2030,8,8.399,25.819
ACCESS-CM2,ssp245,Lüleburgaz,2030,9,2.325,21.399
ACCESS-CM2,ssp245,Lüleburgaz,2030,10,78.626,13.359
ACCESS-CM2,ssp245,Lüleburgaz,2030,11,48.53,10.29
ACCESS-CM2,ssp245,Lüleburgaz,2030,12,22.243,3.089
ACCESS-CM2,ssp245,Lüleburgaz,2031,1,54.549,-2.449
ACCESS-CM2,ssp245,Lüleburgaz,2031,2,83.33,2.21
ACCESS-CM2,ssp245,Lüleburgaz,2031,3,99.934,4.724
ACCESS-CM2,ssp245,Lüleburgaz,2031,4,53.809,11.177
ACCESS-CM2,ssp245,Lüleburgaz,2031,5,33.716,20.043
ACCESS-CM2,ssp245,Lüleburgaz,2031,6,103.109,23.679
ACCESS-CM2,ssp245,Lüleburgaz,2031,7,56.133,26.157
ACCESS-CM2,ssp245,Lüleburgaz,2031,8,11.382,26.369
ACCESS-CM2,ssp245,Lüleburgaz,2031,9,10.138,19.273
ACCESS-CM2,ssp245,Lüleburgaz,2031,10,33.736,12.309
ACCESS-CM2,ssp245,Lüleburgaz,2031,11,65.827,3.5
ACCESS-CM2,ssp245,Lüleburgaz,2031,12,56.024,3.778
ACCESS-CM2,ssp245,Lüleburgaz,2032,1,100.722,1.104
ACCESS-CM2,ssp245,Lüleburgaz,2032,2,82.798,4.173
ACCESS-CM2,ssp245,Lüleburgaz,2032,3,77.843,8.184
ACCESS-CM2,ssp245,Lüleburgaz,2032,4,91.142,12.584
ACCESS-CM2,ssp245,Lüleburgaz,2032,5,35.935,19.791
ACCESS-CM2,ssp245,Lüleburgaz,2032,6,32.577,24.545
ACCESS-CM2,ssp245,Lüleburgaz,2032,7,30.419,29.811
ACCESS-CM2,ssp245,Lüleburgaz,2032,8,5.521,24.953
ACCESS-CM2,ssp245,Lüleburgaz,2032,9,10.297,19.227
ACCESS-CM2,ssp245,Lüleburgaz,2032,10,60.721,8.506
ACCESS-CM2,ssp245,Lüleburgaz,2032,11,33.667,7.185
ACCESS-CM2,ssp245,Lüleburgaz,2032,12,116.392,1.644
ACCESS-CM2,ssp245,Lüleburgaz,2033,1,17.19,-2.18
ACCESS-CM2,ssp245,Lüleburgaz,2033,2,51.457,0.047
ACCESS-CM2,ssp245,Lüleburgaz,2033,3,30.892,6.56
ACCESS-CM2,ssp245,Lüleburgaz,2033,4,147.115,10.238
ACCESS-CM2,ssp245,Lüleburgaz,2033,5,81.459,16.869
ACCESS-CM2,ssp245,Lüleburgaz,2033,6,130.423,24.752
ACCESS-CM2,ssp245,Lüleburgaz,2033,7,44.274,27.225
ACCESS-CM2,ssp245,Lüleburgaz,2033,8,19.406,28.232
ACCESS-CM2,ssp245,Lüleburgaz,2033,9,6.746,23.541
ACCESS-CM2,ssp245,Lüleburgaz,2033,10,16.88,13.512
ACCESS-CM2,ssp245,Lüleburgaz,2033,11,11.623,4.883
ACCESS-CM2,ssp245,Lüleburgaz,2033,12,71.056,-0.247
ACCESS-CM2,ssp245,Lüleburgaz,2034,1,38.026,-3.705
ACCESS-CM2,ssp245,Lüleburgaz,2034,2,28.194,-0.744
ACCESS-CM2,ssp245,Lüleburgaz,2034,3,59.811,4.761
ACCESS-CM2,ssp245,Lüleburgaz,2034,4,109.105,12.58
ACCESS-CM2,ssp245,Lüleburgaz,2034,5,214.243,14.87
ACCESS-CM2,ssp245,Lüleburgaz,2034,6,81.398,20.289
ACCESS-CM2,ssp245,Lüleburgaz,2034,7,48.652,28.767
ACCESS-CM2,ssp245,Lüleburgaz,2034,8,56.319,26.437
ACCESS-CM2,ssp245,Lüleburgaz,2034,9,21.464,23.375
ACCESS-CM2,ssp245,Lüleburgaz,2034,10,78.575,15.074
ACCESS-CM2,ssp245,Lüleburgaz,2034,11,56.813,6.017
ACCESS-CM2,ssp245,Lüleburgaz,2034,12,71.792,5.645
ACCESS-CM2,ssp245,Lüleburgaz,2035,1,25.624,3.017
ACCESS-CM2,ssp245,Lüleburgaz,2035,2,94.885,5.398
ACCESS-CM2,ssp245,Lüleburgaz,2035,3,74.78,8.697
ACCESS-CM2,ssp245,Lüleburgaz,2035,4,95.287,11.027
ACCESS-CM2,ssp245,Lüleburgaz,2035,5,86.143,18.133
ACCESS-CM2,ssp245,Lüleburgaz,2035,6,62.701,23.465
ACCESS-CM2,ssp245,Lüleburgaz,2035,7,10.531,28.185
