model,ssp,name,year,month,SPI12,SPEI12
ACCESS-CM2,ssp245,Edirne,2049,3,0.653,-0.204
ACCESS-CM2,ssp245,Edirne,2049,4,0.425,-0.553
ACCESS-CM2,ssp245,Edirne,2049,5,0.598,-0.198
ACCESS-CM2,ssp245,Edirne,2049,6,0.687,-0.054
ACCESS-CM2,ssp245,Edirne,2049,7,0.667,0.056
ACCESS-CM2,ssp245,Edirne,2049,8,0.748,0.144
ACCESS-CM2,ssp245,Edirne,2049,9,0.161,-0.677
ACCESS-CM2,ssp245,Edirne,2049,10,-0.491,-1.593
ACCESS-CM2,ssp245,Edirne,2049,11,0.353,-0.722
ACCESS-CM2,ssp245,Edirne,2049,12,0.088,-1.042
ACCESS-CM2,ssp245,Edirne,2050,1,-0.013,-1.282
ACCESS-CM2,ssp245,Edirne,2050,2,-1.254,-2.42
ACCESS-CM2,ssp245,Edirne,2050,3,-1.422,-2.909
ACCESS-CM2,ssp245,Edirne,2050,4,-1.37,-2.816
ACCESS-CM2,ssp245,Edirne,2050,5,-1.576,-2.917
ACCESS-CM2,ssp245,Edirne,2050,6,-1.771,-4.041
ACCESS-CM2,ssp245,Edirne,2050,7,-1.605,-3.095
ACCESS-CM2,ssp245,Edirne,2050,8,-1.634,-2.917
ACCESS-CM2,ssp245,Edirne,2050,9,-1.506,-2.84
ACCESS-CM2,ssp245,Edirne,2050,10,-0.882,-2.095
ACCESS-CM2,ssp245,Edirne,2050,11,-1.889,-2.62
ACCESS-CM2,ssp245,Edirne,2050,12,-1.258,-2.677
ACCESS-CM2,ssp245,Edirne,2051,1,-0.217,-2.03
ACCESS-CM2,ssp245,Edirne,2051,2,0.004,-1.786
ACCESS-CM2,ssp245,Edirne,2051,3,0.361,-1.51
ACCESS-CM2,ssp245,Edirne,2051,4,-0.073,-2.121
ACCESS-CM2,ssp245,Edirne,2051,5,0.228,-1.633
ACCESS-CM2,ssp245,Edirne,2051,6,0.262,-1.796
ACCESS-CM2,ssp245,Edirne,2051,7,0.427,-1.387
ACCESS-CM2,ssp245,Edirne,2051,8,0.562,-0.893
ACCESS-CM2,ssp245,Edirne,2051,9,0.866,-0.367
ACCESS-CM2,ssp245,Edirne,2051,10,0.392,-0.86
ACCESS-CM2,ssp245,Edirne,2051,11,0.474,-0.648
ACCESS-CM2,ssp245,Edirne,2051,12,0.477,-0.649
ACCESS-CM2,ssp245,Edirne,2052,1,-0.052,-1.38
ACCESS-CM2,ssp245,Edirne,2052,2,-0.012,-1.032
ACCESS-CM2,ssp245,Edirne,2052,3,-0.616,-1.653
ACCESS-CM2,ssp245,Edirne,2052,4,-0.455,-1.502
ACCESS-CM2,ssp245,Edirne,2052,5,-1.066,-1.932
ACCESS-CM2,ssp245,Edirne,2052,6,-0.929,-1.942
ACCESS-CM2,ssp245,Edirne,2052,7,-1.198,-2.092
ACCESS-CM2,ssp245,Edirne,2052,8,-1.364,-2.2
ACCESS-CM2,ssp245,Edirne,2052,9,-1.898,-2.66
ACCESS-CM2,ssp245,Edirne,2052,10,-1.756,-2.36
ACCESS-CM2,ssp245,Edirne,2052,11,-1.81,-2.37
ACCESS-CM2,ssp245,Edirne,2052,12,-2.799,-3.424
ACCESS-CM2,ssp245,Edirne,2053,1,-1.787,-3.278
ACCESS-CM2,ssp245,Edirne,2053,2,-0.392,-1.907
ACCESS-CM2,ssp245,Edirne,2053,3,-0.277,-2.077
ACCESS-CM2,ssp245,Edirne,2053,4,0.204,-1.128
ACCESS-CM2,ssp245,Edirne,2053,5,0.615,-0.486
ACCESS-CM2,ssp245,Edirne,2053,6,1.073,0.155
ACCESS-CM2,ssp245,Edirne,2053,7,1.016,0.059
ACCESS-CM2,ssp245,Edirne,2053,8,0.987,0.114
ACCESS-CM2,ssp245,Edirne,2053,9,0.915,0.071
ACCESS-CM2,ssp245,Edirne,2053,10,1.149,0.09
ACCESS-CM2,ssp245,Edirne,2053,11,1.177,0.239
ACCESS-CM2,ssp245,Edirne,2053,12,0.939,-0.099
ACCESS-CM2,ssp245,Edirne,2054,1,0.818,-0.29
ACCESS-CM2,ssp245,Edirne,2054,2,0.001,-1.038
ACCESS-CM2,ssp245,Edirne,2054,3,0.696,0.084
ACCESS-CM2,ssp245,Edirne,2054,4,0.19,-0.749
ACCESS-CM2,ssp245,Edirne,2054,5,-0.263,-1.475
ACCESS-CM2,ssp245,Edirne,2054,6,-0.854,-2.401
ACCESS-CM2,ssp245,Edirne,2054,7,-0.686,-1.923
ACCESS-CM2,ssp245,Edirne,2054,8,-0.659,-2.022
ACCESS-CM2,ssp245,Edirne,2054,9,-0.664,-1.996
ACCESS-CM2,ssp245,Edirne,2054,10,-0.482,-1.722
ACCESS-CM2,ssp245,Edirne,2054,11,1.196,0.034
ACCESS-CM2,ssp245,Edirne,2054,12,1.898,0.82
ACCESS-CM2,ssp245,Edirne,2055,1,1.687,0.623
ACCESS-CM2,ssp245,Edirne,2055,2,1.337,0.346
ACCESS-CM2,ssp245,Edirne,2055,3,0.713,-0.452
ACCESS-CM2,ssp245,Edirne,2055,4,0.686,-0.629
ACCESS-CM2,ssp245,Edirne,2055,5,1.006,-0.515
ACCESS-CM2,ssp245,Edirne,2055,6,1.028,-0.478
ACCESS-CM2,ssp245,Edirne,2055,7,1.299,-0.139
ACCESS-CM2,ssp245,Edirne,2055,8,1.388,-0.074
ACCESS-CM2,ssp245,Edirne,2055,9,1.652,0.231
ACCESS-CM2,ssp245,Edirne,2055,10,1.402,-0.057
ACCESS-CM2,ssp245,Edirne,2055,11,-0.233,-1.662
ACCESS-CM2,ssp245,Edirne,2055,12,-0.798,-2.402
ACCESS-CM2,ssp245,Edirne,2056,1,-1.727,-3.824
ACCESS-CM2,ssp245,Edirne,2056,2,-1.817,-3.878
ACCESS-CM2,ssp245,Edirne,2056,3,-1.278,-3.907
ACCESS-CM2,ssp245,Edirne,2056,4,-0.918,-2.942
ACCESS-CM2,ssp245,Edirne,2056,5,-1.077,-2.355
ACCESS-CM2,ssp245,Edirne,2056,6,-1.153,-2.923
ACCESS-CM2,ssp245,Edirne,2056,7,-1.677,-3.502
ACCESS-CM2,ssp245,Edirne,2056,8,-1.814,-3.31
ACCESS-CM2,ssp245,Edirne,2056,9,-1.825,-3.303
ACCESS-CM2,ssp245,Edirne,2056,10,-2.135,-3.435
ACCESS-CM2,ssp245,Edirne,2056,11,-1.353,-2.919
ACCESS-CM2,ssp245,Edirne,2056,12,-1.197,-3.466
ACCESS-CM2,ssp245,Edirne,2057,1,-0.692,-3.649
ACCESS-CM2,ssp245,Edirne,2057,2,-0.492,-2.958
ACCESS-CM2,ssp245,Edirne,2057,3,-1.041,-4.511
ACCESS-CM2,ssp245,Edirne,2057,4,-1.253,-4.15
ACCESS-CM2,ssp245,Edirne,2057,5,-1.612,-4.387
ACCESS-CM2,ssp245,Edirne,2057,6,-1.64,-4.753
ACCESS-CM2,ssp245,Edirne,2057,7,-1.656,-4.43
ACCESS-CM2,ssp245,Edirne,2057,8,-1.611,-3.698
ACCESS-CM2,ssp245,Edirne,2057,9,-1.918,-3.794
ACCESS-CM2,ssp245,Edirne,2057,10,-1.101,-2.795
ACCESS-CM2,ssp245,Edirne,2057,11,-1.14,-2.673
ACCESS-CM2,ssp245,Edirne,2057,12,-1.37,-3.419
ACCESS-CM2,ssp245,Edirne,2058,1,-1.178,-4.038
ACCESS-CM2,ssp245,Edirne,2058,2,0.214,-2.092
ACCESS-CM2,ssp245,Edirne,2058,3,0.662,-1.562
ACCESS-CM2,ssp245,Edirne,2058,4,1.075,-0.924
ACCESS-CM2,ssp245,Edirne,2058,5,1.148,-0.596
ACCESS-CM2,ssp245,Edirne,2058,6,1.159,-0.62
ACCESS-CM2,ssp245,Edirne,2058,7,1.305,-0.233
ACCESS-CM2,ssp245,Edirne,2058,8,1.319,-0.131
ACCESS-CM2,ssp245,Edirne,2058,9,1.521,0.024
ACCESS-CM2,ssp245,Edirne,2058,10,1.274,-0.364
ACCESS-CM2,ssp245,Edirne,2058,11,0.807,-0.81
ACCESS-CM2,ssp245,Edirne,2058,12,1.257,-0.42
ACCESS-CM2,ssp245,Edirne,2059,1,0.88,-1.068
ACCESS-CM2,ssp245,Edirne,2059,2,0.054,-1.943
ACCESS-CM2,ssp245,Edirne,2059,3,-0.157,-2.388
ACCESS-CM2,ssp245,Edirne,2059,4,-0.645,-3.037
ACCESS-CM2,ssp245,Edirne,2059,5,-0.413,-2.343
ACCESS-CM2,ssp245,Edirne,2059,6,-0.245,-2.134
ACCESS-CM2,ssp245,Edirne,2059,7,-0.418,-2.117
ACCESS-CM2,ssp245,Edirne,2059,8,-0.252,-1.718
ACCESS-CM2,ssp245,Edirne,2059,9,-0.669,-2.042
ACCESS-CM2,ssp245,Edirne,2059,10,-0.032,-1.571
ACCESS-CM2,ssp245,Edirne,2059,11,0.68,-0.786
ACCESS-CM2,ssp245,Edirne,2059,12,0.16,-1.439
ACCESS-CM2,ssp245,Edirne,2060,1,-0.172,-1.955
ACCESS-CM2,ssp245,Edirne,2060,2,0.658,-0.782
ACCESS-CM2,ssp245,Edirne,2060,3,0.353,-1.152
ACCESS-CM2,ssp245,Edirne,2060,4,0.315,-1.209
ACCESS-CM2,ssp245,Edirne,2060,5,0.29,-1.194
ACCESS-CM2,ssp245,Edirne,2060,6,0.166,-1.687
ACCESS-CM2,ssp245,Edirne,2060,7,0.064,-1.481
ACCESS-CM2,ssp245,Edirne,2060,8,-0.128,-1.832
ACCESS-CM2,ssp245,Edirne,2060,9,-0.03,-1.823
ACCESS-CM2,ssp245,Edirne,2060,10,0.069,-1.594
ACCESS-CM2,ssp245,Edirne,2060,11,-0.486,-1.9
ACCESS-CM2,ssp245,Edirne,2060,12,0.126,-1.597
ACCESS-CM2,ssp245,Edirne,2061,1,0.231,-1.694
ACCESS-CM2,ssp245,Edirne,2061,2,0.582,-1.153
ACCESS-CM2,ssp245,Edirne,2061,3,0.812,-0.72
ACCESS-CM2,ssp245,Edirne,2061,4,0.802,-0.477
ACCESS-CM2,ssp245,Edirne,2061,5,0.623,-0.559
ACCESS-CM2,ssp245,Edirne,2061,6,1.022,0.025
ACCESS-CM2,ssp245,Edirne,2061,7,1.102,-0.21
ACCESS-CM2,ssp245,Edirne,2061,8,1.071,-0.083
ACCESS-CM2,ssp245,Edirne,2061,9,1.003,-0.106
ACCESS-CM2,ssp245,Edirne,2061,10,0.321,-0.976
ACCESS-CM2,ssp245,Edirne,2061,11,0.221,-1.079
ACCESS-CM2,ssp245,Edirne,2061,12,-0.401,-1.834
ACCESS-CM2,ssp245,Edirne,2062,1,-0.017,-1.671
ACCESS-CM2,ssp245,Edirne,2062,2,-1.704,-3.212
ACCESS-CM2,ssp245,Edirne,2062,3,-0.949,-2.773
ACCESS-CM2,ssp245,Edirne,2062,4,-0.983,-2.875
ACCESS-CM2,ssp245,Edirne,2062,5,-0.881,-2.586
ACCESS-CM2,ssp245,Edirne,2062,6,-1.603,-4.197
ACCESS-CM2,ssp245,Edirne,2062,7,-1.59,-3.402
ACCESS-CM2,ssp245,Edirne,2062,8,-1.466,-3.037
ACCESS-CM2,ssp245,Edirne,2062,9,-1.528,-3.002
ACCESS-CM2,ssp245,Edirne,2062,10,-1.944,-2.981
ACCESS-CM2,ssp245,Edirne,2062,11,-1.952,-2.81
ACCESS-CM2,ssp245,Edirne,2062,12,-2.264,-3.651
ACCESS-CM2,ssp245,Edirne,2063,1,-3.064,-4.753
ACCESS-CM2,ssp245,Edirne,2063,2,-3.095,-4.753
ACCESS-CM2,ssp245,Edirne,2063,3,-4.753,-4.753
ACCESS-CM2,ssp245,Edirne,2063,4,-4.075,-4.753
ACCESS-CM2,ssp245,Edirne,2063,5,-4.445,-4.753
ACCESS-CM2,ssp245,Edirne,2063,6,-3.287,-4.753
ACCESS-CM2,ssp245,Edirne,2063,7,-3.416,-4.753
ACCESS-CM2,ssp245,Edirne,2063,8,-2.929,-3.912
ACCESS-CM2,ssp245,Edirne,2063,9,-2.987,-3.873
ACCESS-CM2,ssp245,Edirne,2063,10,-2.934,-3.559
ACCESS-CM2,ssp245,Edirne,2063,11,-2.565,-3.253
ACCESS-CM2,ssp245,Edirne,2063,12,-2.974,-4.446
ACCESS-CM2,ssp245,Edirne,2064,1,-1.617,-4.421
ACCESS-CM2,ssp245,Edirne,2064,2,-0.831,-3.001
ACCESS-CM2,ssp245,Edirne,2064,3,-0.263,-2.508
ACCESS-CM2,ssp245,Edirne,2064,4,-0.424,-2.716
ACCESS-CM2,ssp245,Edirne,2064,5,-0.38,-2.283
ACCESS-CM2,ssp245,Edirne,2064,6,-0.863,-3.245
ACCESS-CM2,ssp245,Edirne,2064,7,-0.726,-2.374
ACCESS-CM2,ssp245,Edirne,2064,8,-0.45,-1.907
ACCESS-CM2,ssp245,Edirne,2064,9,-0.318,-1.722
ACCESS-CM2,ssp245,Edirne,2064,10,-0.403,-1.621
ACCESS-CM2,ssp245,Edirne,2064,11,0.015,-1.3
ACCESS-CM2,ssp245,Edirne,2064,12,0.187,-1.317
ACCESS-CM2,ssp245,Edirne,2065,1,-0.719,-2.498
ACCESS-CM2,ssp245,Edirne,2065,2,-0.697,-2.305
ACCESS-CM2,ssp245,Edirne,2065,3,-0.856,-2.795
ACCESS-CM2,ssp245,Edirne,2065,4,-1.15,-3.001
ACCESS-CM2,ssp245,Edirne,2065,5,-0.381,-1.836
ACCESS-CM2,ssp245,Edirne,2065,6,-0.381,-1.786
ACCESS-CM2,ssp245,Edirne,2065,7,-0.247,-1.533
ACCESS-CM2,ssp245,Edirne,2065,8,-0.761,-1.958
ACCESS-CM2,ssp245,Edirne,2065,9,-0.705,-2.044
ACCESS-CM2,ssp245,Edirne,2065,10,-0.273,-1.812
ACCESS-CM2,ssp245,Edirne,2065,11,-0.294,-1.74
ACCESS-CM2,ssp245,Edirne,2065,12,0.194,-1.45
ACCESS-CM2,ssp245,Edirne,2066,1,0.824,-0.789
ACCESS-CM2,ssp245,Edirne,2066,2,0.51,-1.14
ACCESS-CM2,ssp245,Edirne,2066,3,0.848,-0.599
ACCESS-CM2,ssp245,Edirne,2066,4,1.021,-0.213
ACCESS-CM2,ssp245,Edirne,2066,5,0.715,-0.809
ACCESS-CM2,ssp245,Edirne,2066,6,0.507,-1.416
ACCESS-CM2,ssp245,Edirne,2066,7,0.51,-1.292
ACCESS-CM2,ssp245,Edirne,2066,8,0.51,-1.314
ACCESS-CM2,ssp245,Edirne,2066,9,0.317,-1.398
ACCESS-CM2,ssp245,Edirne,2066,10,-0.063,-1.594
ACCESS-CM2,ssp245,Edirne,2066,11,-0.034,-1.526
ACCESS-CM2,ssp245,Edirne,2066,12,-0.23,-1.911
ACCESS-CM2,ssp245,Edirne,2067,1,-1.148,-3.196
ACCESS-CM2,ssp245,Edirne,2067,2,-0.942,-2.626
ACCESS-CM2,ssp245,Edirne,2067,3,-1.902,-4.753
ACCESS-CM2,ssp245,Edirne,2067,4,-1.507,-3.715
ACCESS-CM2,ssp245,Edirne,2067,5,-1.802,-3.216
ACCESS-CM2,ssp245,Edirne,2067,6,-1.114,-2.851
ACCESS-CM2,ssp245,Edirne,2067,7,-1.074,-2.304
ACCESS-CM2,ssp245,Edirne,2067,8,-1.074,-2.113
ACCESS-CM2,ssp245,Edirne,2067,9,-1.106,-2.102
ACCESS-CM2,ssp245,Edirne,2067,10,-1.17,-1.963
ACCESS-CM2,ssp245,Edirne,2067,11,-1.055,-1.823
ACCESS-CM2,ssp245,Edirne,2067,12,-0.72,-1.761
ACCESS-CM2,ssp245,Edirne,2068,1,-0.727,-1.952
ACCESS-CM2,ssp245,Edirne,2068,2,-0.44,-1.602
ACCESS-CM2,ssp245,Edirne,2068,3,-0.422,-1.344
ACCESS-CM2,ssp245,Edirne,2068,4,-0.855,-1.952
ACCESS-CM2,ssp245,Edirne,2068,5,-0.619,-1.704
ACCESS-CM2,ssp245,Edirne,2068,6,-1.34,-2.859
ACCESS-CM2,ssp245,Edirne,2068,7,-1.476,-3.125
ACCESS-CM2,ssp245,Edirne,2068,8,-1.487,-2.997
ACCESS-CM2,ssp245,Edirne,2068,9,-1.216,-2.817
ACCESS-CM2,ssp245,Edirne,2068,10,-1.145,-2.902
ACCESS-CM2,ssp245,Edirne,2068,11,-1.15,-2.72
ACCESS-CM2,ssp245,Edirne,2068,12,-1.634,-3.649
ACCESS-CM2,ssp245,Edirne,2069,1,-1.645,-4.753
ACCESS-CM2,ssp245,Edirne,2069,2,-1.149,-3.743
ACCESS-CM2,ssp245,Edirne,2069,3,0.006,-2.65
ACCESS-CM2,ssp245,Edirne,2069,4,0.018,-2.435
ACCESS-CM2,ssp245,Edirne,2069,5,0.215,-2.026
ACCESS-CM2,ssp245,Edirne,2069,6,0.33,-2.073
ACCESS-CM2,ssp245,Edirne,2069,7,0.559,-1.45
ACCESS-CM2,ssp245,Edirne,2069,8,0.909,-0.864
ACCESS-CM2,ssp245,Edirne,2069,9,1.311,-0.295
ACCESS-CM2,ssp245,Edirne,2069,10,1.356,-0.215
ACCESS-CM2,ssp245,Edirne,2069,11,1.513,0.091
ACCESS-CM2,ssp245,Edirne,2069,12,1.398,-0.175
ACCESS-CM2,ssp245,Edirne,2070,1,1.446,-0.124
ACCESS-CM2,ssp245,Edirne,2070,2,1.901,0.667
ACCESS-CM2,ssp245,Edirne,2070,3,1.374,0.091
ACCESS-CM2,ssp245,Edirne,2070,4,1.349,-0.016
ACCESS-CM2,ssp245,Edirne,2070,5,1.177,-0.179
ACCESS-CM2,ssp245,Edirne,2070,6,1.117,-0.359
ACCESS-CM2,ssp245,Edirne,2070,7,0.992,-0.436
ACCESS-CM2,ssp245,Edirne,2070,8,0.774,-0.57
ACCESS-CM2,ssp245,Edirne,2070,9,0.427,-0.992
ACCESS-CM2,ssp245,Edirne,2070,10,0.33,-0.961
ACCESS-CM2,ssp245,Edirne,2070,11,-0.21,-1.452
ACCESS-CM2,ssp245,Edirne,2070,12,-0.425,-1.829
ACCESS-CM2,ssp245,Edirne,2071,1,-0.212,-1.85
ACCESS-CM2,ssp245,Edirne,2071,2,-1.614,-3.152
ACCESS-CM2,ssp245,Edirne,2071,3,-1.997,-4.626
ACCESS-CM2,ssp245,Edirne,2071,4,-2.37,-4.722
ACCESS-CM2,ssp245,Edirne,2071,5,-1.958,-3.309
ACCESS-CM2,ssp245,Edirne,2071,6,-1.837,-4.071
ACCESS-CM2,ssp245,Edirne,2071,7,-2.087,-3.493
ACCESS-CM2,ssp245,Edirne,2071,8,-2.085,-3.461
ACCESS-CM2,ssp245,Edirne,2071,9,-2.625,-3.794
ACCESS-CM2,ssp245,Edirne,2071,10,-2.182,-3.415
ACCESS-CM2,ssp245,Edirne,2071,11,-0.949,-2.556
ACCESS-CM2,ssp245,Edirne,2071,12,-0.718,-2.858
ACCESS-CM2,ssp245,Edirne,2072,1,-0.171,-2.789
ACCESS-CM2,ssp245,Edirne,2072,2,0.269,-2.064
ACCESS-CM2,ssp245,Edirne,2072,3,0.707,-1.55
ACCESS-CM2,ssp245,Edirne,2072,4,1.309,-0.417
ACCESS-CM2,ssp245,Edirne,2072,5,1.167,-0.941
ACCESS-CM2,ssp245,Edirne,2072,6,1.057,-1.228
ACCESS-CM2,ssp245,Edirne,2072,7,1.037,-1.029
ACCESS-CM2,ssp245,Edirne,2072,8,0.974,-0.814
ACCESS-CM2,ssp245,Edirne,2072,9,0.983,-0.912
ACCESS-CM2,ssp245,Edirne,2072,10,1.308,-0.236
ACCESS-CM2,ssp245,Edirne,2072,11,1.247,-0.333
ACCESS-CM2,ssp245,Edirne,2072,12,1.898,0.376
ACCESS-CM2,ssp245,Edirne,2073,1,1.186,-0.571
ACCESS-CM2,ssp245,Edirne,2073,2,0.928,-0.726
ACCESS-CM2,ssp245,Edirne,2073,3,0.818,-0.826
ACCESS-CM2,ssp245,Edirne,2073,4,0.926,-0.808
ACCESS-CM2,ssp245,Edirne,2073,5,0.946,-0.434
ACCESS-CM2,ssp245,Edirne,2073,6,1.069,-0.222
ACCESS-CM2,ssp245,Edirne,2073,7,1.092,0.046
ACCESS-CM2,ssp245,Edirne,2073,8,1.104,0.144
ACCESS-CM2,ssp245,Edirne,2073,9,1.154,0.367
ACCESS-CM2,ssp245,Edirne,2073,10,0.88,-0.01
ACCESS-CM2,ssp245,Edirne,2073,11,1.323,0.558
ACCESS-CM2,ssp245,Edirne,2073,12,0.785,-0.155
ACCESS-CM2,ssp245,Edirne,2074,1,1.383,0.493
ACCESS-CM2,ssp245,Edirne,2074,2,1.418,0.576
ACCESS-CM2,ssp245,Edirne,2074,3,1.681,0.884
ACCESS-CM2,ssp245,Edirne,2074,4,1.542,0.761
ACCESS-CM2,ssp245,Edirne,2074,5,1.304,0.088
ACCESS-CM2,ssp245,Edirne,2074,6,1.231,-0.365
ACCESS-CM2,ssp245,Edirne,2074,7,1.161,-0.514
ACCESS-CM2,ssp245,Edirne,2074,8,1.22,-0.525
ACCESS-CM2,ssp245,Edirne,2074,9,1.381,-0.363
ACCESS-CM2,ssp245,Edirne,2074,10,1.12,-0.99
ACCESS-CM2,ssp245,Edirne,2074,11,-0.183,-2.048
ACCESS-CM2,ssp245,Edirne,2074,12,0.157,-2.032
ACCESS-CM2,ssp245,Edirne,2075,1,-0.438,-2.99
ACCESS-CM2,ssp245,Edirne,2075,2,-0.172,-2.401
ACCESS-CM2,ssp245,Edirne,2075,3,-0.456,-2.904
ACCESS-CM2,ssp245,Edirne,2075,4,-0.817,-3.115
ACCESS-CM2,ssp245,Edirne,2075,5,-0.9,-2.575
ACCESS-CM2,ssp245,Edirne,2075,6,-0.904,-2.819
ACCESS-CM2,ssp245,Edirne,2075,7,-0.838,-2.756
ACCESS-CM2,ssp245,Edirne,2075,8,-0.972,-2.684
ACCESS-CM2,ssp245,Edirne,2075,9,-1.105,-2.805
ACCESS-CM2,ssp245,Edirne,2075,10,-0.177,-1.849
ACCESS-CM2,ssp245,Edirne,2075,11,0.37,-1.221
ACCESS-CM2,ssp245,Edirne,2075,12,0.25,-1.49
ACCESS-CM2,ssp245,Edirne,2076,1,0.315,-1.663
ACCESS-CM2,ssp245,Edirne,2076,2,0.608,-1.182
ACCESS-CM2,ssp245,Edirne,2076,3,0.433,-1.423
ACCESS-CM2,ssp245,Edirne,2076,4,0.694,-1.042
ACCESS-CM2,ssp245,Edirne,2076,5,1.057,-0.8
ACCESS-CM2,ssp245,Edirne,2076,6,1.644,0.26
ACCESS-CM2,ssp245,Edirne,2076,7,1.593,0.353
ACCESS-CM2,ssp245,Edirne,2076,8,1.521,0.261
ACCESS-CM2,ssp245,Edirne,2076,9,2.09,0.96
ACCESS-CM2,ssp245,Edirne,2076,10,1.574,0.423
ACCESS-CM2,ssp245,Edirne,2076,11,1.408,0.303
ACCESS-CM2,ssp245,Edirne,2076,12,1.081,-0.195
ACCESS-CM2,ssp245,Edirne,2077,1,1.407,0.231
ACCESS-CM2,ssp245,Edirne,2077,2,0.594,-0.694
ACCESS-CM2,ssp245,Edirne,2077,3,0.471,-0.945
ACCESS-CM2,ssp245,Edirne,2077,4,0.608,-0.798
ACCESS-CM2,ssp245,Edirne,2077,5,0.333,-1.191
ACCESS-CM2,ssp245,Edirne,2077,6,-0.06,-1.967
ACCESS-CM2,ssp245,Edirne,2077,7,0.765,-0.488
ACCESS-CM2,ssp245,Edirne,2077,8,0.764,-0.283
ACCESS-CM2,ssp245,Edirne,2077,9,0.082,-1.169
ACCESS-CM2,ssp245,Edirne,2077,10,0.528,-0.775
ACCESS-CM2,ssp245,Edirne,2077,11,0.423,-0.879
ACCESS-CM2,ssp245,Edirne,2077,12,0.983,-0.276
ACCESS-CM2,ssp245,Edirne,2078,1,0.663,-0.738
ACCESS-CM2,ssp245,Edirne,2078,2,0.47,-0.807
ACCESS-CM2,ssp245,Edirne,2078,3,0.581,-0.602
ACCESS-CM2,ssp245,Edirne,2078,4,0.03,-1.267
ACCESS-CM2,ssp245,Edirne,2078,5,0.787,-0.084
ACCESS-CM2,ssp245,Edirne,2078,6,0.807,-0.031
ACCESS-CM2,ssp245,Edirne,2078,7,-0.066,-1.108
ACCESS-CM2,ssp245,Edirne,2078,8,0.044,-1.014
ACCESS-CM2,ssp245,Edirne,2078,9,0.009,-1.035
ACCESS-CM2,ssp245,Edirne,2078,10,-0.527,-1.544
ACCESS-CM2,ssp245,Edirne,2078,11,-0.265,-1.223
ACCESS-CM2,ssp245,Edirne,2078,12,-0.39,-1.45
ACCESS-CM2,ssp245,Edirne,2079,1,-0.155,-1.363
ACCESS-CM2,ssp245,Edirne,2079,2,0.607,-0.318
ACCESS-CM2,ssp245,Edirne,2079,3,0.492,-0.472
ACCESS-CM2,ssp245,Edirne,2079,4,0.924,0.04
ACCESS-CM2,ssp245,Edirne,2079,5,0.088,-1.244
ACCESS-CM2,ssp245,Edirne,2079,6,-0.13,-1.719
ACCESS-CM2,ssp245,Edirne,2079,7,0.239,-1.327
ACCESS-CM2,ssp245,Edirne,2079,8,0.133,-1.589
ACCESS-CM2,ssp245,Edirne,2079,9,0.145,-1.594
ACCESS-CM2,ssp245,Edirne,2079,10,0.354,-1.338
ACCESS-CM2,ssp245,Edirne,2079,11,0.74,-0.96
ACCESS-CM2,ssp245,Edirne,2079,12,0.61,-1.262
ACCESS-CM2,ssp245,Edirne,2080,1,0.924,-1.004
ACCESS-CM2,ssp245,Edirne,2080,2,1.094,-0.641
ACCESS-CM2,ssp245,Edirne,2080,3,1.064,-0.563
ACCESS-CM2,ssp245,Edirne,2080,4,0.518,-1.441
ACCESS-CM2,ssp245,Edirne,2080,5,0.96,-0.784
ACCESS-CM2,ssp245,Edirne,2080,6,1.176,-0.745
ACCESS-CM2,ssp245,Edirne,2080,7,0.887,-1.371
ACCESS-CM2,ssp245,Edirne,2080,8,0.873,-1.456
ACCESS-CM2,ssp245,Edirne,2080,9,1.17,-1.131
ACCESS-CM2,ssp245,Edirne,2080,10,1.354,-1.113
ACCESS-CM2,ssp245,Edirne,2080,11,1.212,-1.018
ACCESS-CM2,ssp245,Edirne,2080,12,0.97,-1.52
ACCESS-CM2,ssp245,Edirne,2081,1,0.956,-1.833
ACCESS-CM2,ssp245,Edirne,2081,2,1.223,-1.385
ACCESS-CM2,ssp245,Edirne,2081,3,1.514,-1.024
ACCESS-CM2,ssp245,Edirne,2081,4,1.95,-0.267
ACCESS-CM2,ssp245,Edirne,2081,5,1.632,-0.6
ACCESS-CM2,ssp245,Edirne,2081,6,2.018,0.305
ACCESS-CM2,ssp245,Edirne,2081,7,2.459,1.175
ACCESS-CM2,ssp245,Edirne,2081,8,2.549,1.48
ACCESS-CM2,ssp245,Edirne,2081,9,2.38,1.345
ACCESS-CM2,ssp245,Edirne,2081,10,2.326,1.342
ACCESS-CM2,ssp245,Edirne,2081,11,2.11,1.209
ACCESS-CM2,ssp245,Edirne,2081,12,2.468,1.446
ACCESS-CM2,ssp245,Edirne,2082,1,1.999,1.046
ACCESS-CM2,ssp245,Edirne,2082,2,0.903,0.033
ACCESS-CM2,ssp245,Edirne,2082,3,0.588,-0.208
ACCESS-CM2,ssp245,Edirne,2082,4,0.305,-0.651
ACCESS-CM2,ssp245,Edirne,2082,5,0.511,-0.538
ACCESS-CM2,ssp245,Edirne,2082,6,0.129,-1.641
ACCESS-CM2,ssp245,Edirne,2082,7,-0.553,-2.66
ACCESS-CM2,ssp245,Edirne,2082,8,-0.687,-2.652
ACCESS-CM2,ssp245,Edirne,2082,9,-0.83,-2.776
ACCESS-CM2,ssp245,Edirne,2082,10,-0.605,-2.318
ACCESS-CM2,ssp245,Edirne,2082,11,-1.103,-2.507
ACCESS-CM2,ssp245,Edirne,2082,12,-0.841,-2.769
